from_city,to_city,distance_mi,drive_time_min,slug,is_active,house_size,min_cost,max_cost,avg_cost,movers,trucks,min_hours,max_hours
miami,lauderdale-lakes,31,34,miami-to-lauderdale-lakes,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,lauderdale-lakes,31,34,miami-to-lauderdale-lakes,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,lighthouse-point,40,43,miami-to-lighthouse-point,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,lighthouse-point,40,43,miami-to-lighthouse-point,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,lighthouse-point,40,43,miami-to-lighthouse-point,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,lighthouse-point,40,43,miami-to-lighthouse-point,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,lighthouse-point,40,43,miami-to-lighthouse-point,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,parkland,42,46,miami-to-parkland,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,parkland,42,46,miami-to-parkland,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,parkland,42,46,miami-to-parkland,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,parkland,42,46,miami-to-parkland,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,parkland,42,46,miami-to-parkland,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,lauderdale-by-the-sea,33,36,miami-to-lauderdale-by-the-sea,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,lauderdale-by-the-sea,33,36,miami-to-lauderdale-by-the-sea,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,lauderdale-by-the-sea,33,36,miami-to-lauderdale-by-the-sea,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,lauderdale-by-the-sea,33,36,miami-to-lauderdale-by-the-sea,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,lauderdale-by-the-sea,33,36,miami-to-lauderdale-by-the-sea,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,cooper-city,23,25,miami-to-cooper-city,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,cooper-city,23,25,miami-to-cooper-city,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,cooper-city,23,25,miami-to-cooper-city,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,cooper-city,23,25,miami-to-cooper-city,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,cooper-city,23,25,miami-to-cooper-city,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,coral-hills,33,36,miami-to-coral-hills,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,coral-hills,33,36,miami-to-coral-hills,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,coral-hills,33,36,miami-to-coral-hills,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,coral-hills,33,36,miami-to-coral-hills,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,coral-hills,33,36,miami-to-coral-hills,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,west-palm-beach,73,80,miami-to-west-palm-beach,True,1_bedroom,1040,1400,1220,2,1,4.7,6.7
miami,west-palm-beach,73,80,miami-to-west-palm-beach,True,2_bedroom,1040,1400,1220,2,1,4.7,6.7
miami,west-palm-beach,73,80,miami-to-west-palm-beach,True,3_bedroom,1810,2230,2020,3,1,7.7,9.7
miami,west-palm-beach,73,80,miami-to-west-palm-beach,True,4_bedroom,2040,2520,2280,4,1,7.7,9.7
miami,west-palm-beach,73,80,miami-to-west-palm-beach,True,4plus_bedroom,3000,3480,3240,4,1,11.7,13.7
miami,boca-raton,46,51,miami-to-boca-raton,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,boca-raton,46,51,miami-to-boca-raton,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,boca-raton,46,51,miami-to-boca-raton,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,boca-raton,46,51,miami-to-boca-raton,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,boca-raton,46,51,miami-to-boca-raton,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,delray-beach,54,59,miami-to-delray-beach,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,delray-beach,54,59,miami-to-delray-beach,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,delray-beach,54,59,miami-to-delray-beach,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,delray-beach,54,59,miami-to-delray-beach,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,delray-beach,54,59,miami-to-delray-beach,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,boynton-beach,59,64,miami-to-boynton-beach,True,1_bedroom,944,1304,1124,2,1,4.1,6.1
miami,boynton-beach,59,64,miami-to-boynton-beach,True,2_bedroom,944,1304,1124,2,1,4.1,6.1
miami,boynton-beach,59,64,miami-to-boynton-beach,True,3_bedroom,1698,2118,1908,3,1,7.1,9.1
miami,boynton-beach,59,64,miami-to-boynton-beach,True,4_bedroom,1912,2392,2152,4,1,7.1,9.1
miami,boynton-beach,59,64,miami-to-boynton-beach,True,4plus_bedroom,2872,3352,3112,4,1,11.1,13.1
miami,lake-worth-beach,66,72,miami-to-lake-worth-beach,True,1_bedroom,992,1352,1172,2,1,4.4,6.4
miami,lake-worth-beach,66,72,miami-to-lake-worth-beach,True,2_bedroom,992,1352,1172,2,1,4.4,6.4
miami,lake-worth-beach,66,72,miami-to-lake-worth-beach,True,3_bedroom,1754,2174,1964,3,1,7.4,9.4
miami,lake-worth-beach,66,72,miami-to-lake-worth-beach,True,4_bedroom,1976,2456,2216,4,1,7.4,9.4
miami,lake-worth-beach,66,72,miami-to-lake-worth-beach,True,4plus_bedroom,2936,3416,3176,4,1,11.4,13.4
miami,palm-beach-gardens,81,88,miami-to-palm-beach-gardens,True,1_bedroom,1088,1448,1268,2,1,4.9,6.9
miami,palm-beach-gardens,81,88,miami-to-palm-beach-gardens,True,2_bedroom,1088,1448,1268,2,1,4.9,6.9
miami,palm-beach-gardens,81,88,miami-to-palm-beach-gardens,True,3_bedroom,1866,2286,2076,3,1,7.9,9.9
miami,palm-beach-gardens,81,88,miami-to-palm-beach-gardens,True,4_bedroom,2104,2584,2344,4,1,7.9,9.9
miami,palm-beach-gardens,81,88,miami-to-palm-beach-gardens,True,4plus_bedroom,3064,3544,3304,4,1,11.9,13.9
miami,jupiter,89,97,miami-to-jupiter,True,1_bedroom,1142,1502,1322,2,1,5.2,7.2
miami,jupiter,89,97,miami-to-jupiter,True,2_bedroom,1142,1502,1322,2,1,5.2,7.2
miami,jupiter,89,97,miami-to-jupiter,True,3_bedroom,1929,2349,2139,3,1,8.2,10.2
miami,jupiter,89,97,miami-to-jupiter,True,4_bedroom,2176,2656,2416,4,1,8.2,10.2
miami,jupiter,89,97,miami-to-jupiter,True,4plus_bedroom,3136,3616,3376,4,1,12.2,14.2
miami,wellington,69,75,miami-to-wellington,True,1_bedroom,1010,1370,1190,2,1,4.5,6.5
miami,wellington,69,75,miami-to-wellington,True,2_bedroom,1010,1370,1190,2,1,4.5,6.5
miami,wellington,69,75,miami-to-wellington,True,3_bedroom,1775,2195,1985,3,1,7.5,9.5
miami,wellington,69,75,miami-to-wellington,True,4_bedroom,2000,2480,2240,4,1,7.5,9.5
miami,wellington,69,75,miami-to-wellington,True,4plus_bedroom,2960,3440,3200,4,1,11.5,13.5
miami,greenacres,66,72,miami-to-greenacres,True,1_bedroom,992,1352,1172,2,1,4.4,6.4
miami,greenacres,66,72,miami-to-greenacres,True,2_bedroom,992,1352,1172,2,1,4.4,6.4
miami,greenacres,66,72,miami-to-greenacres,True,3_bedroom,1754,2174,1964,3,1,7.4,9.4
miami,greenacres,66,72,miami-to-greenacres,True,4_bedroom,1976,2456,2216,4,1,7.4,9.4
miami,greenacres,66,72,miami-to-greenacres,True,4plus_bedroom,2936,3416,3176,4,1,11.4,13.4
miami,riviera-beach,78,85,miami-to-riviera-beach,True,1_bedroom,1070,1430,1250,2,1,4.8,6.8
miami,riviera-beach,78,85,miami-to-riviera-beach,True,2_bedroom,1070,1430,1250,2,1,4.8,6.8
miami,riviera-beach,78,85,miami-to-riviera-beach,True,3_bedroom,1845,2265,2055,3,1,7.8,9.8
miami,riviera-beach,78,85,miami-to-riviera-beach,True,4_bedroom,2080,2560,2320,4,1,7.8,9.8
miami,riviera-beach,78,85,miami-to-riviera-beach,True,4plus_bedroom,3040,3520,3280,4,1,11.8,13.8
miami,royal-palm-beach,72,79,miami-to-royal-palm-beach,True,1_bedroom,1034,1394,1214,2,1,4.6,6.6
miami,royal-palm-beach,72,79,miami-to-royal-palm-beach,True,2_bedroom,1034,1394,1214,2,1,4.6,6.6
miami,royal-palm-beach,72,79,miami-to-royal-palm-beach,True,3_bedroom,1803,2223,2013,3,1,7.6,9.6
miami,royal-palm-beach,72,79,miami-to-royal-palm-beach,True,4_bedroom,2032,2512,2272,4,1,7.6,9.6
miami,royal-palm-beach,72,79,miami-to-royal-palm-beach,True,4plus_bedroom,2992,3472,3232,4,1,11.6,13.6
miami,lantana,63,69,miami-to-lantana,True,1_bedroom,974,1334,1154,2,1,4.3,6.3
miami,lantana,63,69,miami-to-lantana,True,2_bedroom,974,1334,1154,2,1,4.3,6.3
miami,lantana,63,69,miami-to-lantana,True,3_bedroom,1733,2153,1943,3,1,7.3,9.3
miami,lantana,63,69,miami-to-lantana,True,4_bedroom,1952,2432,2192,4,1,7.3,9.3
miami,lantana,63,69,miami-to-lantana,True,4plus_bedroom,2912,3392,3152,4,1,11.3,13.3
miami,north-palm-beach,81,88,miami-to-north-palm-beach,True,1_bedroom,1088,1448,1268,2,1,4.9,6.9
miami,north-palm-beach,81,88,miami-to-north-palm-beach,True,2_bedroom,1088,1448,1268,2,1,4.9,6.9
miami,north-palm-beach,81,88,miami-to-north-palm-beach,True,3_bedroom,1866,2286,2076,3,1,7.9,9.9
miami,north-palm-beach,81,88,miami-to-north-palm-beach,True,4_bedroom,2104,2584,2344,4,1,7.9,9.9
miami,north-palm-beach,81,88,miami-to-north-palm-beach,True,4plus_bedroom,3064,3544,3304,4,1,11.9,13.9
miami,tequesta,92,100,miami-to-tequesta,True,1_bedroom,1160,1520,1340,2,1,5.3,7.3
miami,tequesta,92,100,miami-to-tequesta,True,2_bedroom,1160,1520,1340,2,1,5.3,7.3
miami,tequesta,92,100,miami-to-tequesta,True,3_bedroom,1950,2370,2160,3,1,8.3,10.3
miami,tequesta,92,100,miami-to-tequesta,True,4_bedroom,2200,2680,2440,4,1,8.3,10.3
miami,tequesta,92,100,miami-to-tequesta,True,4plus_bedroom,3160,3640,3400,4,1,12.3,14.3
miami,palm-springs-fl,67,73,miami-to-palm-springs-fl,True,1_bedroom,998,1358,1178,2,1,4.4,6.4
miami,palm-springs-fl,67,73,miami-to-palm-springs-fl,True,2_bedroom,998,1358,1178,2,1,4.4,6.4
miami,palm-springs-fl,67,73,miami-to-palm-springs-fl,True,3_bedroom,1761,2181,1971,3,1,7.4,9.4
miami,palm-springs-fl,67,73,miami-to-palm-springs-fl,True,4_bedroom,1984,2464,2224,4,1,7.4,9.4
miami,palm-springs-fl,67,73,miami-to-palm-springs-fl,True,4plus_bedroom,2944,3424,3184,4,1,11.4,13.4
miami,haverhill,71,77,miami-to-haverhill,True,1_bedroom,1022,1382,1202,2,1,4.6,6.6
miami,haverhill,71,77,miami-to-haverhill,True,2_bedroom,1022,1382,1202,2,1,4.6,6.6
miami,haverhill,71,77,miami-to-haverhill,True,3_bedroom,1789,2209,1999,3,1,7.6,9.6
miami,haverhill,71,77,miami-to-haverhill,True,4_bedroom,2016,2496,2256,4,1,7.6,9.6
miami,haverhill,71,77,miami-to-haverhill,True,4plus_bedroom,2976,3456,3216,4,1,11.6,13.6
miami,lake-clarke-shores,68,74,miami-to-lake-clarke-shores,True,1_bedroom,1004,1364,1184,2,1,4.5,6.5
miami,lake-clarke-shores,68,74,miami-to-lake-clarke-shores,True,2_bedroom,1004,1364,1184,2,1,4.5,6.5
miami,lake-clarke-shores,68,74,miami-to-lake-clarke-shores,True,3_bedroom,1768,2188,1978,3,1,7.5,9.5
miami,lake-clarke-shores,68,74,miami-to-lake-clarke-shores,True,4_bedroom,1992,2472,2232,4,1,7.5,9.5
miami,lake-clarke-shores,68,74,miami-to-lake-clarke-shores,True,4plus_bedroom,2952,3432,3192,4,1,11.5,13.5
miami,hypoluxo,63,68,miami-to-hypoluxo,True,1_bedroom,968,1328,1148,2,1,4.3,6.3
miami,hypoluxo,63,68,miami-to-hypoluxo,True,2_bedroom,968,1328,1148,2,1,4.3,6.3
miami,hypoluxo,63,68,miami-to-hypoluxo,True,3_bedroom,1726,2146,1936,3,1,7.3,9.3
miami,hypoluxo,63,68,miami-to-hypoluxo,True,4_bedroom,1944,2424,2184,4,1,7.3,9.3
miami,hypoluxo,63,68,miami-to-hypoluxo,True,4plus_bedroom,2904,3384,3144,4,1,11.3,13.3
miami,vero-beach,143,156,miami-to-vero-beach,True,1_bedroom,1496,1856,1676,2,1,7.2,9.2
miami,vero-beach,143,156,miami-to-vero-beach,True,2_bedroom,1496,1856,1676,2,1,7.2,9.2
miami,vero-beach,143,156,miami-to-vero-beach,True,3_bedroom,2342,2762,2552,3,1,10.2,12.2
miami,vero-beach,143,156,miami-to-vero-beach,True,4_bedroom,2648,3128,2888,4,1,10.2,12.2
miami,vero-beach,143,156,miami-to-vero-beach,True,4plus_bedroom,3608,4288,3948,4,1,14.2,16.2
miami,sebastian,157,172,miami-to-sebastian,True,1_bedroom,1592,1952,1772,2,1,7.7,9.7
miami,sebastian,157,172,miami-to-sebastian,True,2_bedroom,1592,1952,1772,2,1,7.7,9.7
miami,sebastian,157,172,miami-to-sebastian,True,3_bedroom,2454,2874,2664,3,1,10.7,12.7
miami,sebastian,157,172,miami-to-sebastian,True,4_bedroom,2776,3256,3016,4,1,10.7,12.7
miami,sebastian,157,172,miami-to-sebastian,True,4plus_bedroom,3736,4416,4076,4,1,14.7,16.7
miami,fort-pierce,128,140,miami-to-fort-pierce,True,1_bedroom,1400,1760,1580,2,1,6.7,8.7
miami,fort-pierce,128,140,miami-to-fort-pierce,True,2_bedroom,1400,1760,1580,2,1,6.7,8.7
miami,fort-pierce,128,140,miami-to-fort-pierce,True,3_bedroom,2230,2650,2440,3,1,9.7,11.7
miami,fort-pierce,128,140,miami-to-fort-pierce,True,4_bedroom,2520,3000,2760,4,1,9.7,11.7
miami,fort-pierce,128,140,miami-to-fort-pierce,True,4plus_bedroom,3480,3960,3720,4,1,13.7,15.7
miami,port-st-lucie,115,126,miami-to-port-st-lucie,True,1_bedroom,1316,1676,1496,2,1,6.2,8.2
miami,port-st-lucie,115,126,miami-to-port-st-lucie,True,2_bedroom,1316,1676,1496,2,1,6.2,8.2
miami,port-st-lucie,115,126,miami-to-port-st-lucie,True,3_bedroom,2132,2552,2342,3,1,9.2,11.2
miami,port-st-lucie,115,126,miami-to-port-st-lucie,True,4_bedroom,2408,2888,2648,4,1,9.2,11.2
miami,port-st-lucie,115,126,miami-to-port-st-lucie,True,4plus_bedroom,3368,3848,3608,4,1,13.2,15.2
miami,stuart,109,119,miami-to-stuart,True,1_bedroom,1274,1634,1454,2,1,6.0,8.0
miami,stuart,109,119,miami-to-stuart,True,2_bedroom,1274,1634,1454,2,1,6.0,8.0
miami,stuart,109,119,miami-to-stuart,True,3_bedroom,2083,2503,2293,3,1,9.0,11.0
miami,stuart,109,119,miami-to-stuart,True,4_bedroom,2352,2832,2592,4,1,9.0,11.0
miami,stuart,109,119,miami-to-stuart,True,4plus_bedroom,3312,3792,3552,4,1,13.0,15.0
miami,jensen-beach,113,124,miami-to-jensen-beach,True,1_bedroom,1304,1664,1484,2,1,6.1,8.1
miami,jensen-beach,113,124,miami-to-jensen-beach,True,2_bedroom,1304,1664,1484,2,1,6.1,8.1
miami,jensen-beach,113,124,miami-to-jensen-beach,True,3_bedroom,2118,2538,2328,3,1,9.1,11.1
miami,jensen-beach,113,124,miami-to-jensen-beach,True,4_bedroom,2392,2872,2632,4,1,9.1,11.1
miami,jensen-beach,113,124,miami-to-jensen-beach,True,4plus_bedroom,3352,3832,3592,4,1,13.1,15.1
miami,palm-bay,175,191,miami-to-palm-bay,True,1_bedroom,1706,2066,1886,2,1,8.4,10.4
miami,palm-bay,175,191,miami-to-palm-bay,True,2_bedroom,1706,2066,1886,2,1,8.4,10.4
miami,palm-bay,175,191,miami-to-palm-bay,True,3_bedroom,2587,3007,2797,3,1,11.4,13.4
miami,palm-bay,175,191,miami-to-palm-bay,True,4_bedroom,2928,3408,3168,4,1,11.4,13.4
miami,palm-bay,175,191,miami-to-palm-bay,True,4plus_bedroom,3888,4568,4228,4,1,15.4,17.4
miami,melbourne,179,195,miami-to-melbourne,True,1_bedroom,1730,2090,1910,2,1,8.5,10.5
miami,melbourne,179,195,miami-to-melbourne,True,2_bedroom,1730,2090,1910,2,1,8.5,10.5
miami,melbourne,179,195,miami-to-melbourne,True,3_bedroom,2615,3035,2825,3,1,11.5,13.5
miami,melbourne,179,195,miami-to-melbourne,True,4_bedroom,2960,3440,3200,4,1,11.5,13.5
miami,melbourne,179,195,miami-to-melbourne,True,4plus_bedroom,3920,4600,4260,4,1,15.5,17.5
miami,titusville,221,241,miami-to-titusville,True,1_bedroom,2006,2366,2186,2,1,10.0,12.0
miami,titusville,221,241,miami-to-titusville,True,2_bedroom,2006,2366,2186,2,1,10.0,12.0
miami,titusville,221,241,miami-to-titusville,True,3_bedroom,2937,3357,3147,3,1,13.0,15.0
miami,titusville,221,241,miami-to-titusville,True,4_bedroom,3328,3808,3568,4,1,13.0,15.0
miami,titusville,221,241,miami-to-titusville,True,4plus_bedroom,4488,4968,4728,4,1,17.0,19.0
miami,daytona-beach,268,292,miami-to-daytona-beach,True,1_bedroom,2312,2672,2492,2,1,11.7,13.7
miami,daytona-beach,268,292,miami-to-daytona-beach,True,2_bedroom,2312,2672,2492,2,1,11.7,13.7
miami,daytona-beach,268,292,miami-to-daytona-beach,True,3_bedroom,3294,3914,3604,3,1,14.7,16.7
miami,daytona-beach,268,292,miami-to-daytona-beach,True,4_bedroom,3736,4416,4076,4,1,14.7,16.7
miami,daytona-beach,268,292,miami-to-daytona-beach,True,4plus_bedroom,4896,5376,5136,4,1,18.7,20.7
miami,naples,113,124,miami-to-naples,True,1_bedroom,1304,1664,1484,2,1,6.1,8.1
miami,naples,113,124,miami-to-naples,True,2_bedroom,1304,1664,1484,2,1,6.1,8.1
miami,naples,113,124,miami-to-naples,True,3_bedroom,2118,2538,2328,3,1,9.1,11.1
miami,naples,113,124,miami-to-naples,True,4_bedroom,2392,2872,2632,4,1,9.1,11.1
miami,naples,113,124,miami-to-naples,True,4plus_bedroom,3352,3832,3592,4,1,13.1,15.1
miami,bonita-springs,117,128,miami-to-bonita-springs,True,1_bedroom,1328,1688,1508,2,1,6.3,8.3
miami,bonita-springs,117,128,miami-to-bonita-springs,True,2_bedroom,1328,1688,1508,2,1,6.3,8.3
miami,bonita-springs,117,128,miami-to-bonita-springs,True,3_bedroom,2146,2566,2356,3,1,9.3,11.3
miami,bonita-springs,117,128,miami-to-bonita-springs,True,4_bedroom,2424,2904,2664,4,1,9.3,11.3
miami,bonita-springs,117,128,miami-to-bonita-springs,True,4plus_bedroom,3384,3864,3624,4,1,13.3,15.3
miami,marco-island,106,116,miami-to-marco-island,True,1_bedroom,1256,1616,1436,2,1,5.9,7.9
miami,marco-island,106,116,miami-to-marco-island,True,2_bedroom,1256,1616,1436,2,1,5.9,7.9
miami,marco-island,106,116,miami-to-marco-island,True,3_bedroom,2062,2482,2272,3,1,8.9,10.9
miami,marco-island,106,116,miami-to-marco-island,True,4_bedroom,2328,2808,2568,4,1,8.9,10.9
miami,marco-island,106,116,miami-to-marco-island,True,4plus_bedroom,3288,3768,3528,4,1,12.9,14.9
miami,fort-myers,133,145,miami-to-fort-myers,True,1_bedroom,1430,1790,1610,2,1,6.8,8.8
miami,fort-myers,133,145,miami-to-fort-myers,True,2_bedroom,1430,1790,1610,2,1,6.8,8.8
miami,fort-myers,133,145,miami-to-fort-myers,True,3_bedroom,2265,2685,2475,3,1,9.8,11.8
miami,fort-myers,133,145,miami-to-fort-myers,True,4_bedroom,2560,3040,2800,4,1,9.8,11.8
miami,fort-myers,133,145,miami-to-fort-myers,True,4plus_bedroom,3520,4000,3760,4,1,13.8,15.8
miami,cape-coral,134,147,miami-to-cape-coral,True,1_bedroom,1442,1802,1622,2,1,6.9,8.9
miami,cape-coral,134,147,miami-to-cape-coral,True,2_bedroom,1442,1802,1622,2,1,6.9,8.9
miami,cape-coral,134,147,miami-to-cape-coral,True,3_bedroom,2279,2699,2489,3,1,9.9,11.9
miami,cape-coral,134,147,miami-to-cape-coral,True,4_bedroom,2576,3056,2816,4,1,9.9,11.9
miami,cape-coral,134,147,miami-to-cape-coral,True,4plus_bedroom,3536,4016,3776,4,1,13.9,15.9
miami,port-charlotte,159,173,miami-to-port-charlotte,True,1_bedroom,1598,1958,1778,2,1,7.8,9.8
miami,port-charlotte,159,173,miami-to-port-charlotte,True,2_bedroom,1598,1958,1778,2,1,7.8,9.8
miami,port-charlotte,159,173,miami-to-port-charlotte,True,3_bedroom,2461,2881,2671,3,1,10.8,12.8
miami,port-charlotte,159,173,miami-to-port-charlotte,True,4_bedroom,2784,3264,3024,4,1,10.8,12.8
miami,port-charlotte,159,173,miami-to-port-charlotte,True,4plus_bedroom,3744,4424,4084,4,1,14.8,16.8
miami,punta-gorda,154,168,miami-to-punta-gorda,True,1_bedroom,1568,1928,1748,2,1,7.6,9.6
miami,punta-gorda,154,168,miami-to-punta-gorda,True,2_bedroom,1568,1928,1748,2,1,7.6,9.6
miami,punta-gorda,154,168,miami-to-punta-gorda,True,3_bedroom,2426,2846,2636,3,1,10.6,12.6
miami,punta-gorda,154,168,miami-to-punta-gorda,True,4_bedroom,2744,3224,2984,4,1,10.6,12.6
miami,punta-gorda,154,168,miami-to-punta-gorda,True,4plus_bedroom,3704,4384,4044,4,1,14.6,16.6
miami,sarasota,199,217,miami-to-sarasota,True,1_bedroom,1862,2222,2042,2,1,9.2,11.2
miami,sarasota,199,217,miami-to-sarasota,True,2_bedroom,1862,2222,2042,2,1,9.2,11.2
miami,sarasota,199,217,miami-to-sarasota,True,3_bedroom,2769,3189,2979,3,1,12.2,14.2
miami,sarasota,199,217,miami-to-sarasota,True,4_bedroom,3136,3616,3376,4,1,12.2,14.2
miami,sarasota,199,217,miami-to-sarasota,True,4plus_bedroom,4296,4776,4536,4,1,16.2,18.2
miami,bradenton,209,228,miami-to-bradenton,True,1_bedroom,1928,2288,2108,2,1,9.6,11.6
miami,bradenton,209,228,miami-to-bradenton,True,2_bedroom,1928,2288,2108,2,1,9.6,11.6
miami,bradenton,209,228,miami-to-bradenton,True,3_bedroom,2846,3266,3056,3,1,12.6,14.6
miami,bradenton,209,228,miami-to-bradenton,True,4_bedroom,3224,3704,3464,4,1,12.6,14.6
miami,bradenton,209,228,miami-to-bradenton,True,4plus_bedroom,4384,4864,4624,4,1,16.6,18.6
miami,clearwater,244,266,miami-to-clearwater,True,1_bedroom,2156,2516,2336,2,1,10.9,12.9
miami,clearwater,244,266,miami-to-clearwater,True,2_bedroom,2156,2516,2336,2,1,10.9,12.9
miami,clearwater,244,266,miami-to-clearwater,True,3_bedroom,3112,3532,3322,3,1,13.9,15.9
miami,clearwater,244,266,miami-to-clearwater,True,4_bedroom,3528,4008,3768,4,1,13.9,15.9
miami,clearwater,244,266,miami-to-clearwater,True,4plus_bedroom,4688,5168,4928,4,1,17.9,19.9
miami,st-petersburg,225,246,miami-to-st-petersburg,True,1_bedroom,2036,2396,2216,2,1,10.2,12.2
miami,st-petersburg,225,246,miami-to-st-petersburg,True,2_bedroom,2036,2396,2216,2,1,10.2,12.2
miami,st-petersburg,225,246,miami-to-st-petersburg,True,3_bedroom,2972,3392,3182,3,1,13.2,15.2
miami,st-petersburg,225,246,miami-to-st-petersburg,True,4_bedroom,3368,3848,3608,4,1,13.2,15.2
miami,st-petersburg,225,246,miami-to-st-petersburg,True,4plus_bedroom,4528,5008,4768,4,1,17.2,19.2
miami,tampa,226,247,miami-to-tampa,True,1_bedroom,2042,2402,2222,2,1,10.2,12.2
miami,tampa,226,247,miami-to-tampa,True,2_bedroom,2042,2402,2222,2,1,10.2,12.2
miami,tampa,226,247,miami-to-tampa,True,3_bedroom,2979,3399,3189,3,1,13.2,15.2
miami,tampa,226,247,miami-to-tampa,True,4_bedroom,3376,3856,3616,4,1,13.2,15.2
miami,tampa,226,247,miami-to-tampa,True,4plus_bedroom,4536,5016,4776,4,1,17.2,19.2
miami,lakeland,210,229,miami-to-lakeland,True,1_bedroom,1934,2294,2114,2,1,9.6,11.6
miami,lakeland,210,229,miami-to-lakeland,True,2_bedroom,1934,2294,2114,2,1,9.6,11.6
miami,lakeland,210,229,miami-to-lakeland,True,3_bedroom,2853,3273,3063,3,1,12.6,14.6
miami,lakeland,210,229,miami-to-lakeland,True,4_bedroom,3232,3712,3472,4,1,12.6,14.6
miami,lakeland,210,229,miami-to-lakeland,True,4plus_bedroom,4392,4872,4632,4,1,16.6,18.6
miami,winter-haven,201,219,miami-to-winter-haven,True,1_bedroom,1874,2234,2054,2,1,9.3,11.3
miami,winter-haven,201,219,miami-to-winter-haven,True,2_bedroom,1874,2234,2054,2,1,9.3,11.3
miami,winter-haven,201,219,miami-to-winter-haven,True,3_bedroom,2783,3203,2993,3,1,12.3,14.3
miami,winter-haven,201,219,miami-to-winter-haven,True,4_bedroom,3152,3632,3392,4,1,12.3,14.3
miami,winter-haven,201,219,miami-to-winter-haven,True,4plus_bedroom,4312,4792,4552,4,1,16.3,18.3
miami,kissimmee,209,228,miami-to-kissimmee,True,1_bedroom,1928,2288,2108,2,1,9.6,11.6
miami,kissimmee,209,228,miami-to-kissimmee,True,2_bedroom,1928,2288,2108,2,1,9.6,11.6
miami,kissimmee,209,228,miami-to-kissimmee,True,3_bedroom,2846,3266,3056,3,1,12.6,14.6
miami,kissimmee,209,228,miami-to-kissimmee,True,4_bedroom,3224,3704,3464,4,1,12.6,14.6
miami,kissimmee,209,228,miami-to-kissimmee,True,4plus_bedroom,4384,4864,4624,4,1,16.6,18.6
miami,orlando,226,246,miami-to-orlando,True,1_bedroom,2036,2396,2216,2,1,10.2,12.2
miami,orlando,226,246,miami-to-orlando,True,2_bedroom,2036,2396,2216,2,1,10.2,12.2
miami,orlando,226,246,miami-to-orlando,True,3_bedroom,2972,3392,3182,3,1,13.2,15.2
miami,orlando,226,246,miami-to-orlando,True,4_bedroom,3368,3848,3608,4,1,13.2,15.2
miami,orlando,226,246,miami-to-orlando,True,4plus_bedroom,4528,5008,4768,4,1,17.2,19.2
miami,sanford,242,264,miami-to-sanford,True,1_bedroom,2144,2504,2324,2,1,10.8,12.8
miami,sanford,242,264,miami-to-sanford,True,2_bedroom,2144,2504,2324,2,1,10.8,12.8
miami,sanford,242,264,miami-to-sanford,True,3_bedroom,3098,3518,3308,3,1,13.8,15.8
miami,sanford,242,264,miami-to-sanford,True,4_bedroom,3512,3992,3752,4,1,13.8,15.8
miami,sanford,242,264,miami-to-sanford,True,4plus_bedroom,4672,5152,4912,4,1,17.8,19.8
miami,altamonte-springs,234,255,miami-to-altamonte-springs,True,1_bedroom,2090,2450,2270,2,1,10.5,12.5
